x,y,Hour,Weekday,mean,std,upper_threshold,lower_threshold,deviation_type
2025-03-19 08:00:00,419,8,2,367.47058823529414,150.85138284378553,669.1733539228652,65.76782254772309,Normal
2025-03-19 09:00:00,506,9,2,449.94117647058823,203.28504328535686,856.511263041302,43.371089899874505,Normal
2025-03-19 10:00:00,389,10,2,384.94117647058823,126.40484098138573,637.7508584333597,132.13149450781677,Normal
2025-03-19 11:00:00,563,11,2,398.4117647058824,137.81965517639773,674.0510750586778,122.77245435308691,Normal
2025-03-19 12:00:00,477,12,2,464.7647058823529,159.47943809930666,783.7235820809663,145.8058296837396,Normal
2025-03-19 13:00:00,513,13,2,537.3529411764706,154.46963341401062,846.2922080044918,228.41367434844938,Normal
2025-03-19 14:00:00,342,14,2,434.7647058823529,127.13011514377932,689.0249361699116,180.5044755947943,Normal
2025-03-19 15:00:00,355,15,2,412.3529411764706,115.64597981364862,643.6449008037679,181.06098154917336,Normal
2025-03-19 16:00:00,335,16,2,359.05882352941177,115.3394287463286,589.737681022069,128.37996603675458,Normal
2025-03-19 17:00:00,199,17,2,354.6470588235294,258.9246852794434,872.4964293824162,-163.2023117353574,Normal
2025-03-19 18:00:00,155,18,2,326.0,233.84824138744344,793.6964827748868,-141.69648277488687,Normal
2025-03-19 19:00:00,112,19,2,333.4117647058824,153.13844178696993,639.6886482798222,27.134881131942507,Normal
2025-03-19 20:00:00,195,20,2,372.6470588235294,140.00354512318188,652.6541490698932,92.63996857716563,Normal
2025-03-19 21:00:00,227,21,2,382.88235294117646,134.80628803626945,652.4949290137154,113.26977686863756,Normal
2025-03-19 22:00:00,391,22,2,411.29411764705884,219.60013795131206,850.494393549683,-27.906158255565288,Normal
2025-03-19 23:00:00,329,23,2,399.5625,163.43845681682956,726.4394136336591,72.68558636634089,Normal
2025-03-20 00:00:00,361,0,3,375.5,200.3596765818911,776.2193531637822,-25.219353163782216,Normal
2025-03-20 01:00:00,244,1,3,330.8125,158.97933565928201,648.771171318564,12.85382868143597,Normal
2025-03-20 02:00:00,110,2,3,203.46666666666667,139.79876694053937,483.0642005477454,-76.13086721441206,Normal
2025-03-20 03:00:00,85,3,3,131.75,156.0061964581322,443.7623929162644,-180.2623929162644,Normal
2025-03-20 04:00:00,68,4,3,78.0,63.18438625694379,204.36877251388756,-48.36877251388758,Normal
2025-03-20 05:00:00,81,5,3,71.9375,69.69310702405703,211.32371404811406,-67.44871404811406,Normal
2025-03-20 06:00:00,62,6,3,92.875,50.28833529424758,193.45167058849518,-7.701670588495162,Normal
2025-03-20 07:00:00,228,7,3,250.25,163.716217889371,577.682435778742,-77.18243577874199,Normal
