x,y,Hour,Weekday,mean,std,upper_threshold,lower_threshold,deviation_type
2025-03-19 08:00:00,439,8,2,234.52941176470588,161.09629016796868,556.7219921006432,-87.66316857123147,Normal
2025-03-19 09:00:00,58,9,2,82.0,159.29469545468237,400.58939090936474,-236.58939090936474,Normal
2025-03-19 10:00:00,85,10,2,111.52941176470588,109.08145903810764,329.69232984092116,-106.6335063115094,Normal
2025-03-19 11:00:00,233,11,2,155.76470588235293,131.9453150986066,419.65533607956615,-108.1259243148603,Normal
2025-03-19 12:00:00,399,12,2,132.7058823529412,94.60494484029518,321.91577203353154,-56.50400732764916,Above Normal
2025-03-19 13:00:00,253,13,2,166.35294117647058,124.3251488921643,415.0032389607992,-82.297356607858,Normal
2025-03-19 14:00:00,148,14,2,245.47058823529412,266.82206562779317,779.1147194908805,-288.1735430202922,Normal
2025-03-19 15:00:00,186,15,2,269.5882352941176,208.37408032896312,686.3363959520439,-147.1599253638086,Normal
2025-03-19 16:00:00,284,16,2,134.0,100.55657611514027,335.11315223028055,-67.11315223028055,Normal
2025-03-19 17:00:00,129,17,2,192.7058823529412,279.72190759437365,752.1496975416885,-366.7379328358061,Normal
2025-03-19 18:00:00,84,18,2,370.7647058823529,553.1419945877103,1477.0486950577736,-735.5192832930677,Normal
2025-03-19 19:00:00,177,19,2,275.375,373.9370490693141,1023.2490981386283,-472.49909813862826,Normal
2025-03-19 20:00:00,114,20,2,87.47058823529412,74.30773651432503,236.08606126394417,-61.14488479335594,Normal
2025-03-19 21:00:00,10,21,2,14.529411764705882,28.978693998908113,72.48679976252211,-43.42797623311034,Normal
2025-03-19 22:00:00,0,22,2,6.176470588235294,23.69397416569677,53.564418919628835,-41.21147774315824,Normal
2025-03-19 23:00:00,1,23,2,35.375,115.34058262381026,266.0561652476205,-195.30616524762053,Normal
2025-03-20 00:00:00,1,0,3,34.9375,115.68489889926573,266.30729779853147,-196.43229779853147,Normal
2025-03-20 01:00:00,0,1,3,63.3125,230.0796148437898,523.4717296875797,-396.8467296875796,Normal
2025-03-20 02:00:00,0,2,3,36.266666666666666,119.42748347647543,275.1216336196175,-202.5883002862842,Normal
2025-03-20 03:00:00,0,3,3,33.6875,115.5991457580894,264.8857915161788,-197.5107915161788,Normal
2025-03-20 04:00:00,0,4,3,33.625,115.79572530970216,265.2164506194043,-197.96645061940433,Normal
2025-03-20 05:00:00,0,5,3,568.25,2252.284040701794,5072.818081403588,-3936.3180814035877,Normal
2025-03-20 06:00:00,0,6,3,33.3125,114.69944420092017,262.71138840184034,-196.08638840184034,Normal
2025-03-20 07:00:00,41,7,3,138.93333333333334,180.90465786732867,500.74264906799067,-222.875982401324,Normal
2025-03-20 08:00:00,216,8,3,234.52941176470588,161.09629016796868,556.7219921006432,-87.66316857123147,Normal
2025-03-20 09:00:00,30,9,3,82.0,159.29469545468237,400.58939090936474,-236.58939090936474,Normal
2025-03-20 10:00:00,68,10,3,111.52941176470588,109.08145903810764,329.69232984092116,-106.6335063115094,Normal
2025-03-20 11:00:00,132,11,3,155.76470588235293,131.9453150986066,419.65533607956615,-108.1259243148603,Normal
2025-03-20 12:00:00,213,12,3,132.7058823529412,94.60494484029518,321.91577203353154,-56.50400732764916,Normal
2025-03-20 13:00:00,201,13,3,166.35294117647058,124.3251488921643,415.0032389607992,-82.297356607858,Normal
2025-03-20 14:00:00,264,14,3,245.47058823529412,266.82206562779317,779.1147194908805,-288.1735430202922,Normal
2025-03-20 15:00:00,292,15,3,269.5882352941176,208.37408032896312,686.3363959520439,-147.1599253638086,Normal
2025-03-20 16:00:00,143,16,3,134.0,100.55657611514027,335.11315223028055,-67.11315223028055,Normal
2025-03-20 17:00:00,258,17,3,192.7058823529412,279.72190759437365,752.1496975416885,-366.7379328358061,Normal
2025-03-20 18:00:00,271,18,3,370.7647058823529,553.1419945877103,1477.0486950577736,-735.5192832930677,Normal
2025-03-20 19:00:00,316,19,3,275.375,373.9370490693141,1023.2490981386283,-472.49909813862826,Normal
2025-03-20 20:00:00,102,20,3,87.47058823529412,74.30773651432503,236.08606126394417,-61.14488479335594,Normal
2025-03-20 21:00:00,0,21,3,14.529411764705882,28.978693998908113,72.48679976252211,-43.42797623311034,Normal
2025-03-20 22:00:00,0,22,3,6.176470588235294,23.69397416569677,53.564418919628835,-41.21147774315824,Normal
2025-03-20 23:00:00,0,23,3,35.375,115.34058262381026,266.0561652476205,-195.30616524762053,Normal
2025-03-21 00:00:00,1,0,4,34.9375,115.68489889926573,266.30729779853147,-196.43229779853147,Normal
2025-03-21 01:00:00,0,1,4,63.3125,230.0796148437898,523.4717296875797,-396.8467296875796,Normal
2025-03-21 02:00:00,0,2,4,36.266666666666666,119.42748347647543,275.1216336196175,-202.5883002862842,Normal
2025-03-21 03:00:00,0,3,4,33.6875,115.5991457580894,264.8857915161788,-197.5107915161788,Normal
2025-03-21 04:00:00,0,4,4,33.625,115.79572530970216,265.2164506194043,-197.96645061940433,Normal
2025-03-21 05:00:00,0,5,4,568.25,2252.284040701794,5072.818081403588,-3936.3180814035877,Normal
2025-03-21 06:00:00,0,6,4,33.3125,114.69944420092017,262.71138840184034,-196.08638840184034,Normal
2025-03-21 07:00:00,1,7,4,138.93333333333334,180.90465786732867,500.74264906799067,-222.875982401324,Normal
2025-03-21 08:00:00,0,8,4,234.52941176470588,161.09629016796868,556.7219921006432,-87.66316857123147,Normal
2025-03-21 09:00:00,0,9,4,82.0,159.29469545468237,400.58939090936474,-236.58939090936474,Normal
2025-03-21 10:00:00,0,10,4,111.52941176470588,109.08145903810764,329.69232984092116,-106.6335063115094,Normal
2025-03-21 11:00:00,0,11,4,155.76470588235293,131.9453150986066,419.65533607956615,-108.1259243148603,Normal
2025-03-21 12:00:00,0,12,4,132.7058823529412,94.60494484029518,321.91577203353154,-56.50400732764916,Normal
2025-03-21 13:00:00,0,13,4,166.35294117647058,124.3251488921643,415.0032389607992,-82.297356607858,Normal
2025-03-21 14:00:00,0,14,4,245.47058823529412,266.82206562779317,779.1147194908805,-288.1735430202922,Normal
2025-03-21 15:00:00,0,15,4,269.5882352941176,208.37408032896312,686.3363959520439,-147.1599253638086,Normal
2025-03-21 16:00:00,0,16,4,134.0,100.55657611514027,335.11315223028055,-67.11315223028055,Normal
2025-03-21 17:00:00,0,17,4,192.7058823529412,279.72190759437365,752.1496975416885,-366.7379328358061,Normal
2025-03-21 18:00:00,1,18,4,370.7647058823529,553.1419945877103,1477.0486950577736,-735.5192832930677,Normal
2025-03-21 19:00:00,0,19,4,275.375,373.9370490693141,1023.2490981386283,-472.49909813862826,Normal
2025-03-21 20:00:00,0,20,4,87.47058823529412,74.30773651432503,236.08606126394417,-61.14488479335594,Normal
2025-03-21 21:00:00,0,21,4,14.529411764705882,28.978693998908113,72.48679976252211,-43.42797623311034,Normal
2025-03-21 22:00:00,0,22,4,6.176470588235294,23.69397416569677,53.564418919628835,-41.21147774315824,Normal
2025-03-21 23:00:00,0,23,4,35.375,115.34058262381026,266.0561652476205,-195.30616524762053,Normal
2025-03-22 00:00:00,1,0,5,34.9375,115.68489889926573,266.30729779853147,-196.43229779853147,Normal
2025-03-22 01:00:00,0,1,5,63.3125,230.0796148437898,523.4717296875797,-396.8467296875796,Normal
2025-03-22 02:00:00,0,2,5,36.266666666666666,119.42748347647543,275.1216336196175,-202.5883002862842,Normal
2025-03-22 03:00:00,0,3,5,33.6875,115.5991457580894,264.8857915161788,-197.5107915161788,Normal
2025-03-22 04:00:00,0,4,5,33.625,115.79572530970216,265.2164506194043,-197.96645061940433,Normal
2025-03-22 05:00:00,0,5,5,568.25,2252.284040701794,5072.818081403588,-3936.3180814035877,Normal
2025-03-22 06:00:00,0,6,5,33.3125,114.69944420092017,262.71138840184034,-196.08638840184034,Normal
2025-03-22 07:00:00,37,7,5,138.93333333333334,180.90465786732867,500.74264906799067,-222.875982401324,Normal
2025-03-22 08:00:00,250,8,5,234.52941176470588,161.09629016796868,556.7219921006432,-87.66316857123147,Normal
2025-03-22 09:00:00,252,9,5,82.0,159.29469545468237,400.58939090936474,-236.58939090936474,Normal
2025-03-22 10:00:00,28,10,5,111.52941176470588,109.08145903810764,329.69232984092116,-106.6335063115094,Normal
2025-03-22 11:00:00,127,11,5,155.76470588235293,131.9453150986066,419.65533607956615,-108.1259243148603,Normal
2025-03-22 12:00:00,49,12,5,132.7058823529412,94.60494484029518,321.91577203353154,-56.50400732764916,Normal
2025-03-22 13:00:00,61,13,5,166.35294117647058,124.3251488921643,415.0032389607992,-82.297356607858,Normal
2025-03-22 14:00:00,38,14,5,245.47058823529412,266.82206562779317,779.1147194908805,-288.1735430202922,Normal
